@RELATION triangle

@ATTRIBUTE X numeric
@ATTRIBUTE Y numeric

@DATA
0.550441,0.645779
0.033471,0.039209
0.479582,0.719186
0.406651,0.110393
0.907182,0.016078
0.228165,0.315216
0.551342,0.109823
0.428296,0.270238
0.165839,0.156459
0.312272,0.243126
0.698564,0.53344
0.53026,0.567286
0.179207,0.354353
0.743941,0.440785
0.730422,0.137262
0.686086,0.027403
0.621316,0.536055
0.354343,0.60835
0.481685,0.570031
0.508396,0.380635
0.795624,0.217127
0.727273,0.050412
0.189846,0.001566
0.231164,0.35545
0.52791,0.741271
0.446011,0.619681
0.234467,0.352829
0.472026,0.835055
0.934599,0.018758
0.39396,0.273981
0.290913,0.244152
0.554115,0.06094
0.444741,0.741617
0.472136,0.108773
0.247919,0.045367
0.684706,0.102243
0.239238,0.445174
0.791986,0.279064
0.658457,0.271657
0.453091,0.291846
0.517385,0.325038
0.412842,0.287639
0.685147,0.036078
0.772342,0.026268
0.712731,0.058314
0.914473,0.1387
0.625824,0.453174
0.673241,0.010562
0.339415,0.37483
0.503009,0.493562
0.720573,0.412382
0.639201,0.501224
0.354851,0.352364
0.611105,0.695704
0.507991,0.296098
0.489974,0.932221
0.741089,0.50767
0.292312,0.001148
0.656368,0.327556
0.305394,0.454271
0.646332,0.325368
0.060007,0.033225
0.580224,0.670731
0.550057,0.322596
0.065647,0.054424
0.850688,0.033563
0.359333,0.233229
0.114738,0.215515
0.421075,0.315074
0.410578,0.666299
0.845619,0.115954
0.922477,0.047916
0.482212,0.485783
0.14265,0.095215
0.734758,0.023944
0.117793,0.111015
0.16791,0.142457
0.567918,0.826382
0.324538,0.034003
0.488942,0.109088
0.334977,0.021988
0.264742,0.269532
0.648366,0.540738
0.761461,0.203166
0.883112,0.004858
0.314207,0.206687
0.56972,0.19721
0.184561,0.255566
0.17694,0.109708
0.738336,0.446799
0.406133,0.389135
0.353756,0.387188
0.562756,0.257995
0.822176,0.344779
0.667864,0.411829
0.848033,0.135565
0.550628,0.470609
0.521515,0.777424
0.492254,0.890143
0.325029,0.295792
0.909171,0.03739
0.604098,0.015813
0.469035,0.338749
0.433601,0.053972
0.622374,0.400104
0.849913,0.143277
0.707521,0.163445
0.357801,0.520622
0.710318,0.195282
0.406548,0.681458
0.508905,0.680733
0.539614,0.349636
0.44574,0.140797
0.461794,0.081214
0.178818,0.298683
0.578119,0.355652
0.50247,0.717058
0.790756,0.026692
0.554485,0.579593
0.741341,0.149268
0.396293,0.581434
0.1069,0.009334
0.395272,0.249902
0.544006,0.51254
0.355321,0.604644
0.642499,0.271168
0.421057,0.714812
0.576241,0.56328
0.458244,0.205527
0.820283,0.106262
0.522318,0.303355
0.509779,0.645552
0.127576,0.198247
0.486412,0.207989
0.494666,0.538196
0.396232,0.638957
0.853643,0.052731
0.5904,0.461228
0.467834,0.178247
0.226582,0.251792
0.228136,0.195151
0.248287,0.288225
0.528035,0.555508
0.48401,0.234428
0.438975,0.333572
0.234295,0.332121
0.734675,0.333748
0.603191,0.556081
0.505494,0.06771
0.465992,0.483153
0.665325,0.177208
0.412456,0.572751
0.634644,0.229599
0.35331,0.321648
0.137261,0.007746
0.445703,0.522251
0.948972,0.0964
0.240067,0.097368
0.481482,0.338018
0.434658,0.779857
0.592329,0.734774
0.87415,0.025771
0.10653,0.201453
0.434103,0.204023
0.318644,0.294381
0.590209,0.60423
0.394113,0.40124
0.158362,0.007304
0.325102,0.0025
0.592659,0.12029
0.408436,0.097607
0.628512,0.177159
0.232352,0.453017
0.461473,0.539685
0.624636,0.137468
0.708363,0.110554
0.565085,0.431521
0.45603,0.059237
0.353473,0.606014
0.857517,0.096325
0.446184,0.865656
0.38151,0.194459
0.589555,0.460617
0.292603,0.292775
0.448456,0.469285
0.37702,0.473363
0.338418,0.470055
0.316356,0.5681
0.879928,0.021677
0.82164,0.038072
0.541249,0.291129
0.538326,0.011968
0.387483,0.71505
0.935113,0.047282
0.516282,0.926418
0.499181,0.797404
0.689713,0.541139
0.518026,0.596346
0.5778,0.401182
0.693926,0.464873
0.525479,0.131085
0.383147,0.437359
0.319453,0.234441
0.565333,0.475787
0.054386,0.033873
0.454673,0.140327
0.213691,0.28909
0.906804,0.020095
0.512646,0.776501
0.135184,0.113177
0.919511,0.018333
0.426265,0.78932
0.247964,0.486475
0.549471,0.524562
0.317184,0.110596
0.143909,0.214826
0.685659,0.072328
0.79344,0.157178
0.438741,0.227993
0.666825,0.581769
0.602467,0.07068
0.006264,0.00461
0.219154,0.289147
0.582669,0.636091
0.754983,0.092081
0.771837,0.08427
0.313121,0.612334
0.404293,0.587607
0.937332,0.101975
0.731249,0.184101
0.111426,0.073609
0.402821,0.545747
0.635919,0.176393
0.83671,0.016177
0.444967,0.664111
0.295948,0.313465
0.542267,0.007034
0.473657,0.766338
0.215279,0.34278
0.506779,0.638171
0.556498,0.392668
0.644757,0.545275
0.624186,0.017391
0.430704,0.10381
0.403872,0.195926
0.816034,0.331937
0.462889,0.313162
0.312382,0.415472
0.716953,0.083265
0.629791,0.188368
0.194213,0.035112
0.504419,0.340807
0.272048,0.180091
0.390524,0.731897
0.639775,0.444223
0.586506,0.40245
0.175918,0.092509
0.565892,0.841892
0.607301,0.275707
0.361622,0.229265
0.65855,0.233614
0.526471,0.741168
0.590869,0.347391
0.631308,0.216317
0.685474,0.444064
0.530259,0.821968
0.313161,0.093482
0.531632,0.507254
0.504923,0.093309
0.641978,0.110883
0.680542,0.390781
0.659029,0.625578
0.329766,0.629492
0.70452,0.188372
0.40346,0.162017
0.448241,0.376831
0.665241,0.397906
0.257671,0.316083
0.813565,0.27464
0.23345,0.380142
0.634737,0.304919
0.748404,0.351399
0.177351,0.077013
0.263633,0.062135
0.205383,0.395006
0.673028,0.292147
0.365905,0.313649
0.520218,0.705954
0.425194,0.701411
0.367262,0.151661
0.472801,0.558474
0.540275,0.856237
0.555691,0.34317
0.733188,0.110053
0.575692,0.727915
0.497347,0.448386
0.669828,0.048368
0.467994,0.755729
0.462524,0.64393
0.529454,0.295703
0.862763,0.009118
0.732299,0.244698
0.475631,0.914169
0.424338,0.265907
0.896383,0.021164
0.57744,0.845026
0.361945,0.660584
0.383978,0.697878
0.584339,0.126417
0.563001,0.300397
0.583803,0.298126
0.629539,0.112835
0.6939,0.451431
0.399189,0.528125
0.17084,0.313572
0.474236,0.558577
0.486691,0.771134
0.23773,0.354543
0.529856,0.775134
0.389767,0.758616
0.243684,0.02561
0.709892,0.29128
0.694612,0.212326
0.575484,0.047613
0.788965,0.202911
0.561018,0.806926
0.698834,0.096793
0.451531,0.558291
0.711909,0.211675
0.226443,0.162139
0.220456,0.318838
0.583648,0.152062
0.942616,0.034595
0.277294,0.30926
0.634771,0.595242
0.605945,0.563698
0.575201,0.637055
0.490651,0.795395
0.590293,0.155863
0.601638,0.085987
0.704621,0.191017
0.58442,0.263559
0.646787,0.187327
0.591612,0.066828
0.113329,0.091734
0.258554,0.075751
0.518733,0.949683
0.159108,0.225192
0.836419,0.265581
0.43382,0.794006
0.32393,0.085096
0.31056,0.100708
0.355603,0.212683
0.27972,0.14688
0.132654,0.26089
0.613947,0.301955
0.544013,0.125779
0.524579,0.782062
0.734318,0.387365
0.461471,0.46055
0.434245,0.077857
0.728115,0.522735
0.360714,0.156986
0.414326,0.011818
0.867396,0.236908
0.398781,0.092907
0.887912,0.163527
0.590457,0.044154
0.489448,0.910283
0.491174,0.566971
0.751534,0.4239
0.550136,0.241045
0.696512,0.56556
0.307226,0.511869
0.809095,0.128003
0.658794,0.117436
0.471614,0.357218
0.921873,0.022606
0.544084,0.062285
0.470539,0.063229
0.159401,0.204965
0.602806,0.621196
0.637584,0.223293
0.527973,0.665228
0.436562,0.143615
0.526033,0.141838
0.124268,0.101124
0.88948,0.170037
0.598817,0.122315
0.534438,0.642632
0.465404,0.654325
0.585129,0.055834
0.511266,0.114976
0.269345,0.525746
0.485451,0.910772
0.444298,0.246502
0.727049,0.492194
0.445439,0.335631
0.759635,0.466951
0.512769,0.028497
0.507441,0.766944
0.618776,0.669718
0.4853,0.928873
0.455417,0.130256
0.467411,0.182225
0.373839,0.045499
0.365498,0.298083
0.130168,0.151907
0.718291,0.088776
0.88705,0.130416
0.562016,0.163645
0.59321,0.527803
0.621549,0.755384
0.029667,0.044037
0.674359,0.191314
0.42262,0.167098
0.581238,0.242868
0.435026,0.375923
0.270691,0.336497
0.48818,0.737192
0.489754,0.472779
0.370465,0.317722
0.84927,0.227645
0.729976,0.008411
0.361455,0.095791
0.300401,0.494424
0.551626,0.484255
0.241563,0.069115
0.44058,0.22555
0.554359,0.461975
0.813665,0.185685
0.79674,0.375121
0.590343,0.458061
0.50916,0.257451
0.617896,0.246469
0.483628,0.032707
0.140641,0.222667
0.268094,0.106055
0.145274,0.179942
0.557471,0.766732
0.615097,0.253293
0.139652,0.175284
0.434937,0.772222
0.609704,0.470601
0.37314,0.006982
0.490457,0.414637
0.795802,0.227453
0.581708,0.62122
0.851089,0.211044
0.794202,0.192922
0.575208,0.369127
0.423365,0.82324
0.368077,0.423942
0.205759,0.042105
0.189529,0.043761
0.20283,0.311965
0.621102,0.069993
0.868096,0.066092
0.259429,0.406582
0.310648,0.299997
0.405671,0.337085
0.680627,0.393769
0.467006,0.904398
0.412381,0.749949
0.526371,0.408778
0.146932,0.235842
0.515588,0.8315
0.735315,0.447858
0.738244,0.011624
0.602983,0.140673
0.233674,0.403084
0.25591,0.329192
0.351705,0.060114
0.540941,0.770846
0.617602,0.009225
0.256297,0.119739
0.82822,0.043796
0.275254,0.089153
0.464157,0.713944
0.411142,0.641548
0.394217,0.781972
0.513378,0.734486
0.871629,0.063528
0.505036,0.304971
0.22175,0.411904
0.158589,0.043014
0.59624,0.71166
0.8102,0.288064
0.278673,0.318538
0.440921,0.76153
0.20273,0.129754
0.580453,0.325927
0.365858,0.605222
0.579285,0.137764
0.456659,0.745819
0.2322,0.375668
0.610069,0.618826
0.183813,0.013377
0.505728,0.707502
0.408428,0.242494
0.590902,0.482646
0.817098,0.065607
0.34716,0.485658
0.864913,0.033921
0.844244,0.281368
0.827787,0.160643
0.503052,0.676721
0.421484,0.49708
0.608373,0.580364
0.192819,0.247667
0.168911,0.13106
0.910729,0.129303
0.28496,0.238156
0.760678,0.432239
0.716609,0.538972
0.448246,0.588752
0.897589,0.009735
0.561435,0.137979
0.624251,0.745603
0.186764,0.337488
0.609313,0.691392
0.484532,0.561908
0.261885,0.332847
0.74956,0.439612
0.562279,0.429984
0.498201,0.082061
0.596122,0.319946
0.385613,0.450961
0.50707,0.189922
0.660313,0.088755
0.501459,0.927054
0.335246,0.405377
0.919082,0.023143
0.356203,0.567818
0.42271,0.83666
0.511827,0.795717
0.442481,0.596563
0.798968,0.222845
0.535752,0.831019
0.527084,0.511233
0.394731,0.145597
0.508602,0.440073
0.612758,0.546052
0.417528,0.267549
0.540506,0.774235
0.184773,0.294819
0.545148,0.67879
0.860001,0.089609
0.575715,0.622043
0.507563,0.470679
0.53917,0.383516
0.311821,0.603972
0.546686,0.500204
0.416092,0.523237
0.464325,0.718669
0.587097,0.591817
0.363722,0.41871
0.842336,0.310084
0.68428,0.26071
0.354724,0.483471
0.332407,0.136259
0.604727,0.639296
0.320425,0.299211
0.658215,0.483018
0.531474,0.749305
0.746286,0.218464
0.368739,0.254057
0.332668,0.080226
0.421611,0.233366
0.573641,0.576553
0.527569,0.544985
0.401769,0.349569
0.739233,0.320115
0.412882,0.253616
0.865375,0.00305
0.567287,0.067301
0.562443,0.07426
0.155413,0.051742
0.363257,0.564499
0.497308,0.097881
0.53572,0.452902
0.534626,0.553375
0.316557,0.264926
0.319884,0.46122
0.783871,0.19059
0.562341,0.483137
0.585504,0.716296
0.475287,0.86185
0.601139,0.094084
0.577242,0.184644
0.344224,0.147446
0.499482,0.963924
0.183457,0.041457
0.851315,0.003246
0.531477,0.449575
0.558555,0.080239
0.602985,0.025947
0.471656,0.609436
0.460475,0.267215
0.608518,0.270539
0.962217,0.044678
0.444214,0.806619
0.385606,0.653833
0.530442,0.9322
0.419243,0.170698
0.317953,0.462616
0.752212,0.36879
0.831648,0.198453
0.336424,0.516974
0.522041,0.721377
0.626326,0.289843
0.23775,0.164923
0.673777,0.43523
0.736913,0.502875
0.525446,0.515169
0.878599,0.16025
0.391609,0.560816
0.686516,0.14211
0.534541,0.591139
0.438319,0.225601
0.048391,0.093065
0.459721,0.602811
0.301895,0.264293
0.227423,0.396942
0.64774,0.20915
0.443266,0.848667
0.875214,0.126051
0.498073,0.65541
0.447111,0.569076
0.183244,0.263725
0.584271,0.62088
0.641564,0.416584
0.503771,0.222395
0.753094,0.396346
0.515846,0.231397
0.653609,0.233975
0.30559,0.59224
0.328723,0.585942
0.434185,0.773193
0.754196,0.362199
0.238471,0.341551
0.396661,0.09835
0.629913,0.499943
0.162677,0.028883
0.637428,0.290406
0.738862,0.123041
0.407765,0.716583
0.197579,0.092982
0.269218,0.147764
0.365682,0.680654
0.234552,0.339928
0.24748,0.482507
0.518185,0.815515
0.852373,0.211298
0.132349,0.051333
0.465706,0.428948
0.917499,0.08703
0.280192,0.242181
0.239045,0.029762
0.730215,0.51784
0.228407,0.07931
0.120082,0.171929
0.605946,0.311659
0.459835,0.709919
0.231666,0.245762
0.839771,0.161417
0.61792,0.417415
0.50636,0.517858
0.336547,0.287627
0.411526,0.178361
0.547417,0.733062
0.310321,0.526511
0.239599,0.134607
0.082506,0.059059
0.912615,0.071032
0.398937,0.36549
0.860939,0.14642
0.722807,0.053765
0.663319,0.19767
0.157951,0.082499
0.223205,0.207051
0.861203,0.029122
0.415028,0.11216
0.47723,0.857396
0.478451,0.14646
0.544227,0.363919
0.188472,0.071725
0.198885,0.232634
0.703776,0.553078
0.44832,0.832272
0.366318,0.167089
0.650139,0.331704
0.469638,0.070637
0.538493,0.56259
0.444411,0.850847
0.411333,0.429535
0.805835,0.110996
0.491259,0.317636
0.817432,0.146566
0.527563,0.377057
0.551675,0.218794
0.407948,0.586708
0.305695,0.578385
0.689021,0.227636
0.388223,0.111034
0.199368,0.386491
0.686723,0.526689
0.483473,0.076723
0.823718,0.330681
0.410767,0.583085
0.218409,0.284402
0.71169,0.421936
0.550697,0.246864
0.808288,0.04975
0.216978,0.199813
0.394283,0.100192
0.291064,0.068284
0.425156,0.6905
0.379503,0.694143
0.393769,0.221869
0.401204,0.597042
0.530625,0.360836
0.357635,0.336852
0.694988,0.420216
0.525187,0.644799
0.56066,0.147368
0.715212,0.316419
0.894203,0.186991
0.5247,0.691124
0.56875,0.030743
0.483217,0.909433
0.642419,0.510293
0.449368,0.644419
0.595393,0.194481
0.518873,0.643072
0.179848,0.078329
0.082299,0.02471
0.470258,0.077701
0.742373,0.276723
0.04331,0.020324
0.508952,0.179647
0.410409,0.271526
0.7103,0.303653
0.370775,0.206327
0.186286,0.152205
0.457278,0.513911
0.838992,0.044649
0.138345,0.097212
0.597596,0.183826
0.560752,0.061668
0.446211,0.513618
0.265862,0.127072
0.451074,0.579161
0.253173,0.226186
0.48861,0.137743
0.491514,0.670515
0.779134,0.119467
0.791302,0.180618
0.5649,0.314454
0.224433,0.417898
0.381498,0.201293
0.579311,0.471702
0.452297,0.900368
0.389887,0.353828
0.260607,0.471645
0.261767,0.110355
0.088535,0.152164
0.785888,0.419698
0.740215,0.221489
0.42876,0.270564
0.763769,0.052998
0.745957,0.233643
0.35614,0.201059
0.467664,0.404414
0.542214,0.611448
0.540054,0.419945
0.476076,0.08253
0.644201,0.058683
0.337022,0.460561
0.330923,0.534381
0.574821,0.587305
0.087974,0.109766
0.426749,0.559258
0.300817,0.312471
0.269372,0.496556
0.434929,0.254023
0.666822,0.183083
0.576043,0.72202
0.781855,0.098073
0.814202,0.270748
0.634852,0.668911
0.752221,0.477738
0.526378,0.41766
0.865294,0.066398
0.646294,0.2858
0.091726,0.024892
0.765373,0.024805
0.091884,0.040974
0.518213,0.175274
0.152089,0.127778
0.377723,0.06352
0.715701,0.129164
0.463726,0.613912
0.312062,0.503706
0.531279,0.089539
0.642196,0.193681
0.519479,0.534853
0.722941,0.490109
0.281956,0.296888
0.264787,0.090388
0.284452,0.157286
0.500279,0.718817
0.493361,0.930838
0.611551,0.352363
0.484864,0.113237
0.239584,0.215169
0.742302,0.350831
0.396241,0.169281
0.384226,0.678861
0.3879,0.480582
0.334566,0.447441
0.313183,0.169128
0.644272,0.429042
0.73077,0.039926
0.502007,0.122512
0.354477,0.308618
0.707078,0.115959
0.83227,0.216864
0.237965,0.16999
0.212013,0.15291
0.238743,0.360084
0.82997,0.332944
0.551455,0.148264
0.812927,0.324342
0.434513,0.175211
0.288629,0.416446
0.320676,0.443142
0.584167,0.535239
0.385204,0.5683
0.250175,0.288169
0.387414,0.545776
0.665642,0.480562
0.4585,0.61025
0.705068,0.291467
0.718631,0.561928
0.497707,0.157033
0.520626,0.200816
0.501157,0.509072
0.558473,0.678136
0.507762,0.176205
0.263202,0.340971
0.262065,0.475999
0.728164,0.16003
0.239719,0.201787
0.300371,0.493448
0.540236,0.854058
0.906154,0.065934
0.318464,0.285936
0.703789,0.032046
0.727119,0.015424
0.516587,0.715959
0.597692,0.204183
0.561674,0.034302
0.609294,0.265855
0.712921,0.102014
0.613133,0.565785
0.413446,0.034711
0.634158,0.02307
0.721431,0.053022
0.342322,0.28295
0.595105,0.092335
0.491897,0.388097
0.411564,0.528373
0.258703,0.429283
0.333893,0.251436
0.714645,0.097647
0.215234,0.303098
0.112306,0.115829
0.518104,0.180209
0.397056,0.049838
0.614043,0.592086
0.680745,0.043266
0.385388,0.657406
0.712772,0.501478
0.652148,0.198913
0.527879,0.270003
0.062348,0.078565
0.563795,0.682351
0.725621,0.207873
0.681686,0.103264
0.308321,0.55634
0.958753,0.010959
0.850088,0.112153
0.800463,0.196838
0.343434,0.045155
0.600958,0.64972
0.292292,0.137702
0.484967,0.264038
0.626373,0.413742
0.699916,0.230132
0.747166,0.450056
0.525775,0.903903
0.263776,0.382041
0.783425,0.135558
0.639481,0.109918
0.381124,0.54635
0.432152,0.244438
0.692395,0.30586
0.575924,0.640262
0.614224,0.288534
0.809623,0.250627
0.724988,0.042134
0.635396,0.544709
0.508818,0.868626
0.907695,0.071688
0.269499,0.481689
0.581108,0.138358
0.851016,0.093012
0.242745,0.392855
0.827934,0.166404
0.397521,0.281368
0.227897,0.270641
0.524439,0.084663
0.388087,0.117603
0.542644,0.462083
0.783975,0.150706
0.941319,0.109186
0.545818,0.89896
0.150968,0.1976
0.585737,0.78486
0.728097,0.391841
0.780808,0.109079
0.520963,0.917578
0.670342,0.502834
0.862202,0.058613
0.633028,0.40663
0.554914,0.710707
0.410604,0.134213
0.396427,0.642052
0.581961,0.181644
0.572554,0.080886
0.708662,0.183154
0.424924,0.440922
0.55452,0.317806
0.79148,0.112449
0.784707,0.025967
0.152545,0.229774
0.833433,0.242226
0.925895,0.099179
0.867874,0.001762
0.502051,0.414299
0.45218,0.502227
0.861828,0.085663
0.416662,0.077548
0.838526,0.111744
0.802674,0.16815
0.531234,0.436445
0.634737,0.059158
0.265816,0.433419
0.730114,0.120689
0.111435,0.208406
0.076874,0.050159
0.558491,0.822167
0.172692,0.333564
0.239666,0.062872
0.655501,0.434805
0.541469,0.743718
0.209522,0.055019
0.840537,0.296139
0.338448,0.442904
0.460885,0.028472
0.554965,0.56126
0.847542,0.037642
0.526507,0.28534
0.65999,0.23925
0.47557,0.941645
0.297971,0.49925
0.730314,0.426289
0.704116,0.200262
0.489058,0.044404
0.482945,0.242602
0.726834,0.488817
0.369764,0.322979
0.572289,0.184298
0.56254,0.676404
0.389364,0.027
0.551859,0.238256
0.546923,0.703096
0.585829,0.036362
0.377409,0.403608
0.669948,0.605536
0.654415,0.349455
0.349395,0.470158
0.675619,0.573797
0.633521,0.169558
0.51796,0.807811
0.146995,0.080207
0.373838,0.059364
0.818849,0.159535
0.433071,0.86189
0.390812,0.247863
0.267117,0.221746
0.656834,0.354631
0.865365,0.191008
0.646763,0.530214
0.354835,0.478842
0.586117,0.325437
0.28463,0.240537
0.566649,0.248536
0.683212,0.184858
0.922449,0.137347
0.350746,0.34505
0.920458,0.080419
0.153325,0.025219
0.32464,0.58938
0.495616,0.723086
0.59117,0.224
0.554404,0.84685
0.508306,0.982691
0.363332,0.5511
0.298916,0.131557
0.455167,0.683274
0.272583,0.141761
0.378244,0.687727
0.348809,0.59055
0.460598,0.191609
0.470221,0.874178
0.159297,0.05455
0.632943,0.560874
0.629986,0.194552
0.600982,0.033122
0.326965,0.012504
0.645898,0.581022
0.126488,0.126491
0.416479,0.490189
0.776048,0.145855
0.792013,0.292468
0.76747,0.098362
0.471013,0.752939
0.596171,0.175475
0.805806,0.092235
0.09108,0.071386
0.166622,0.213643
0.555094,0.736541
0.38084,0.062932
0.242852,0.07523
0.689318,0.151269
0.412294,0.227312
0.842377,0.253387
0.472808,0.330622
0.528603,0.031393
0.691666,0.595434
0.519929,0.694395
0.171993,0.304696
0.46503,0.913562
0.270905,0.402033
0.675066,0.152745
0.67636,0.396729
0.293766,0.490255
0.20888,0.164585
0.563813,0.270904
